NamaBarang,Harga,terjual,Link,DeskripsiBarang
ASUS PC Desktop S500TE-382000003W - Black [Intel Core i3-13100 / Intel B760 Chipset / 8GB / 256GB / 21.5inch / WIN11],8549000,1 terjual,https://www.tokopedia.com/asus/asus-pc-desktop-s500te-382000003w-black-intel-core-i3-13100-intel-b760-chipset-8gb-256gb-21-5inch-win11?extParam=src%3Dshop%26whid%3D2383689,"ASUS Desktop S500TE-382000003W - Black [Intel Core i3-13100 / Intel B760 Chipset / 8GB / 256GB / 21.5inch / WIN11]

FREE TWS Bluetooth
*Selama persediaan masih ada

Processor : Intel Core i3-13100 Processor 3.4GHz (12M Cache, up to 4.5GHz, 4 cores)
Monitor : Asus LED Monitor 21.5 inch
Chipset : Intel B760 Chipset
Memory : 8GB DDR4 U-DIMM
Storage : 256GB M.2 NVMe PCIe 4.0 SSD
Graphics : Intel HD Graphics
Keyboard & Mouse : Wired keyboard//Wired optical mouse
Optical drive : Without optical drive
Wireless : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth
Rear I/O Port : 1x RJ45 Gigabit Ethernet, 1x HDMI 1.4, 1x VGA Port, 1x Display port 1.4, 2x PS2, 3 x Audio jacks, 2x USB 2.0 Type-A, 2x USB 3.2 Gen 1 Type-A
Front I/O Port : 1x Headphone, 1x MIC in, 2x USB 2.0 Type-A, 2x USB 3.2 Gen 1 Type-A
Expansion Slot : 2x PCIe 3.0 x 1, 1x PCIe 4.0 x 16, 1x M.2 connector for WiFi, 2x M.2 connector for storage, 2x DDR4 U-DIMM slot
OS : Windows 11 Home
Power Supply : 300W power supply (peak 350W)
Garansi Resmi Asus 2 Tahun"
[ADD ON RAM 8GB] ASUS Vivobook 15 A1504VA-VIPS551 - Quiet Blue,11379000,3 terjual,https://www.tokopedia.com/asus/add-on-ram-8gb-asus-vivobook-15-a1504va-vips551-quiet-blue?extParam=src%3Dshop%26whid%3D2383689,"ASUS Vivobook 15 A1504VA-VIPS551 - Quiet Blue [Intel Core i5-1335U / Intel UHD Graphics / 8GB / 512GB / 15.6inch / WIN11 / OHS] + ADD ON RAM 8GB

Operating System : Windows 11 Home + Microsoft Office Home & Student 2021
LCD cover-material : Plastic
LCD cover-color : Quiet Blue
Top case-material : Plastic

Military grade : US MIL-STD 810H military-grade standard
Display : Touch screen 15.6-inch FHD (1920 x 1080) 16:9 aspect ratio LED Backlit IPS-level Panel 60Hz refresh rate 250nits 45% NTSC color gamut Anti-glare display
Screen-to-body ratio : 84

Intel Athena Program : N/A
Processor : Intel Core i5-1335U Processor 1.3 GHz (12MB Cache, up to 4.6 GHz, 10 cores, 12 Threads)
Intergrated GPU : Intel UHD Graphics
Graphics : N/A
VRAM : N/A
Total System Memory : DDR4 8GB
On board memory : 8GB DDR4 on board
DIMM Memory : N/A
Storage : 512GB M.2 NVMe PCIe 3.0 SSD
How to upgrade memory : N/A
Expansion Slot(includes used) :
1x DDR4 SO-DIMM slot
1x M.2 2280 PCIe 4.0x4

Optical Drive : N/A
Front-facing camera : 720p HD camera With privacy shutter
Wireless : Wi-Fi 6E(802.11ax) (Dual band) 2*2 + Bluetooth 5.3 Wireless Card
Keyboard type : Backlit Chiclet Keyboard
NumberPad : N/A
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 3.2 Gen 1 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in

Audio :
SonicMaster
Built-in speaker
Built-in array microphone
Voice control : with Cortana voice-recognition support

AC Adapter : 4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal
Battery : 42WHrs, 3S1P, 3-cell Li-ion
Replaceable Battery : No
Dimension : 35.97 x 23.25 x 1.79 ~ 1.79 cm (14.16"" x 9.15"" x 0.70"" ~ 0.70"")
Weight (with Battery) : 1.70 kg (3.75 lbs)
Weight (without Battery) : 1.50 kg (3.31 lbs)
Included in the Box : Backpack"
ASUS ROG Zephyrus G14 GA402XI-R947G7G-O - Eclipse Gray Anime Matrix,35999000,18 terjual,https://www.tokopedia.com/asus/asus-rog-zephyrus-g14-ga402xi-r947g7g-o-eclipse-gray-anime-matrix?extParam=src%3Dshop%26whid%3D2383689,"ASUS ROG Zephyrus G14 GA402XI-R947G7G-O - Eclipse Gray Anime Matrix Version [AMD Ryzen 9-7940HS / NVIDIA GeForce RTX 4070 / 16GB / 1TB / 14inch / WIN11 / OHS]

FREE Air Purifier (PUURVSAS)
*Selama persediaan masih ada

UP TO Latest AMD Ryzen 9 7940HS CPU
UP TO an NVIDIA GeForce RTX 4070 Laptop GPU with MUX + NVIDIA Advanced Optimus
UP TO 14"" 16:10 ROG Nebula Display QHD 165Hz/3ms with 100% DCI-P3 Color Gamut
Signature ROG 1,449 Mini LEDs AniMe Matrix

Processor : AMD Ryzen 9 7940HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 5.2 GHz max boost)
Display : ROG Nebula Display, 14-inch QHD+ 16:10 (2560 x 1600, WQXGA) 16:10, 500 nits, IPS-level, Pantone validated panel, 165Hz, 100% DCI-P3, Respons time 3ms, Anti-glare display
Memory : 16GB DDR5 on board, 1x DDR5 SO-DIMM slots, MAX 32GB
Storage : 1TB M.2 NVMe PCIe 4.0 SSD
Graphics : NVIDIA GeForce RTX 4070 Laptop GPU, 8GB GDDR6, ROG Boost: 2030MHz* at 125W (1980MHz Boost Clock+50MHz OC, 100W+25W Dynamic Boost)*
Wireless : Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth 5.3
Ports : 1x Type C USB 4 support DisplayPort / power delivery; 1x USB 3.2 Gen 2 Type-C support DisplayPort; 2x USB 3.2 Gen 2 Type-A; 1x card reader (microSD) (UHS-II); 1x HDMI 2.1 FRL; 1x 3.5mm Combo Audio Jack
Webcam : 1080P FHD IR Camera for Windows Hello
Audio : 4-speaker system with Smart Amplifier Technology
Battery : 76WHrs, 4S1P, 4-cell Li-ion, 240W AC Adapter
SKU : GA402XI-R947G7G-O
Color : Eclipse Gray AniMe Matrix version
Free : ROG sleeve; TYPE-C, 100W AC Adapter; ROG Impact Gaming Mouse
OS : Windows 11 Home + Office Home Student 2021
Garansi 2 Years Global with 1st year VIP perfect warranty"
ASUS TUF Gaming A16 Advantage Edition FA617NS-R7X2C6T-O - Off Black,19799000,1 terjual,https://www.tokopedia.com/asus/asus-tuf-gaming-a16-advantage-edition-fa617ns-r7x2c6t-o-off-black?extParam=src%3Dshop%26whid%3D2383689,"ASUS TUF Gaming A16 Advantage Edition FA617NS-R7X2C6T-O - Off Black [AMD Ryzen 7 7735HS / AMD Radeon RX 7600S / 16GB / 1TB / 16inch / WIN11 / OHS]

Newest AMD Ryzen 7 7735HS Mobile Processor
Newest AMD Radeon RX 7600S GPU, 95W GPU TGP with SmartShift
Fast 16"""" FHD 165Hz 16:10 with FreeSync and 100% sRGB Color Gamut
Express yourself: New Off Black color and Sandstorm

Processor : AMD Ryzen 7 7735HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 4.7 GHz max boost)
Display : 16-inch, QHD 16:10 (2560 x 1600, WQXGA), IPS-level, Anti-glare display, DCI-P3:100%, Refresh Rate:240Hz, Response Time:3ms, FreeSync Premium, MUX Switch + AMD Smart Access Graphics
Memory : 16GB (8GB DDR5-4800 SO-DIMM *2), Max Capacity:32GB
Storage : 1TB PCIe 4.0 NVMe M.2 SSD, 2 slots, support PCIE Gen4x4 (Including Used)
Graphics : AMD Radeon RX 7600S, up to 95W(SmartShift), 8GB GDDR6
Keyboard : Backlit Chiclet Keyboard Single Light Touchpad
Wireless : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5.2
Connectivity : 1x RJ45 LAN port; 1x USB 3.2 Gen 2 Type-C support DisplayPort; 1x USB 3.2 Gen 2 Type-C support DisplayPort/power delivery; 2x USB 3.2 Gen 1 Type-A; 1x HDMI 2.1 FRL; 1x 3.5mm Combo Audio Jack
Camera : 720P HD camera
Audio : 2-speaker system, Dolby Atmos, Built-in array microphone
Battery : 90WHrs, 4S1P, 4-cell Li-ion, 240W AC Adapter
Free : TUF backpack, Mouse P309 TUF GAMING M3
OS : Windows 11 Home + Office Home Students 2021
Garansi Resmi Asus 2 Tahun"
ASUS TUF Gaming A16 Advantage Edition FA617NS-R7X2J6T-O - Off Black,18799000,8 terjual,https://www.tokopedia.com/asus/asus-tuf-gaming-a16-advantage-edition-fa617ns-r7x2j6t-o-off-black?extParam=src%3Dshop%26whid%3D2383689,"ASUS TUF Gaming A16 Advantage Edition FA617NS-R7X2J6T-O - Off Black [AMD Ryzen 7 7735HS / AMD Radeon RX 7600S / 16GB / 512GB / 16inch / WIN11 / OHS]

Newest AMD Ryzen 7 7735HS Mobile Processor
Newest AMD Radeon RX 7600S GPU, 95W GPU TGP with SmartShift
Fast 16"""" FHD 165Hz 16:10 with FreeSync and 100% sRGB Color Gamut
Express yourself: New Off Black color and Sandstorm

Processor : AMD Ryzen 7 7735HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 4.7 GHz max boost)
Display : 16-inch, FHD+ 16:10 (1920 x 1200, WUXGA), IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:165Hz, Response Time:7ms, FreeSync Premium, MUX Switch + AMD Smart Access Graphics
Memory : 16GB (8GB DDR5-4800 SO-DIMM *2), Max Capacity:32GB
Storage : 512GB PCIe 4.0 NVMe M.2 SSD, 2 slots, support PCIE Gen4x4 (Including Used)
Graphics : AMD Radeon RX 7600S, up to 95W(SmartShift), 8GB GDDR6
Keyboard : Backlit Chiclet Keyboard Single Light Touchpad
Wireless : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5.2
Connectivity : 1x RJ45 LAN port; 1x USB 3.2 Gen 2 Type-C support DisplayPort; 1x USB 3.2 Gen 2 Type-C support DisplayPort/power delivery; 2x USB 3.2 Gen 1 Type-A; 1x HDMI 2.1 FRL; 1x 3.5mm Combo Audio Jack
Camera : 720P HD camera
Audio : 2-speaker system, Dolby Atmos, Built-in array microphone
Battery : 90WHrs, 4S1P, 4-cell Li-ion, 240W AC Adapter
Free : TUF backpack, Mouse P309 TUF GAMING M3
OS : Windows 11 Home + Office Home Students 2021
Garansi Resmi Asus 2 Tahun"
[ADD ON RAM 8GB]  ASUS Vivobook 15 A1502ZA-VIPS753 - Icelight Silver,12779000,18 terjual,https://www.tokopedia.com/asus/add-on-ram-8gb-asus-vivobook-15-a1502za-vips753-icelight-silver?extParam=whid%3D2383689%26src%3Dshop,"ASUS Vivobook 15 A1502ZA-VIPS753 - Icelight Silver [IntelCorei7-1255U / Intel UHD Graphics / 8GB / 512GB / 15.6inch / WIN11 / OHS] + ADD ON RAM 8GB

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included

LCD cover-material : Plastic
LCD cover-color : Icelight Silver
Top case-material : Plastic

Military grade : US MIL-STD 810H military-grade standard
Touch Panel : Touch screen
Display : 15.6-inch FHD (1920 x 1080) 16:9 aspect ratio LED Backlit IPS-level Panel 60Hz refresh rate 250nits 45% NTSC color gamut Glossy display
Pantone : N/A
Screen-to-body ratio : 82

Intel Athena Program : N/A
Processor : IntelCorei7-1255UProcessor1.7GHz(12MCache,upto4.7GHz,10cores)
Intergrated GPU : Intel UHD Graphics
Graphics : N/A
VRAM : N/A
Total System Memory : 8GB DDR4 on board
On board memory : 8GB DDR4 on board
DIMM Memory : N/A
Storage : 512GB M.2 NVMe PCIe 3.0 SSD
How to upgrade memory : N/A

Expansion Slot(includes used) :
1x DDR4 SO-DIMM slot
1x M.2 2280 PCIe 4.0x4

Optical Drive : N/A
Front-facing camera : 720p HD camera Withprivacyshutter
Wireless : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5
Keyboard type : Backlit Chiclet Keyboard
NumberPad : N/A
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 3.2 Gen 1 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in

Audio :
SonicMaster
Built-in speaker
Built-in microphone
Voice control with Cortana and Alexa voice-recognition support

AC Adapter : 4.5, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal
Battery : 42WHrs, 3S1P, 3-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 35.97 x 23.25 x 1.99 ~ 1.99 cm
Weight (with Battery) : 1.70 kg

Included in the Box : Backpack"
[ADD ON RAM 8GB] ASUS VivoBook 14 A1400EA-VIPS752 - Transparent Silver,10979000,5 terjual,https://www.tokopedia.com/asus/add-on-ram-8gb-asus-vivobook-14-a1400ea-vips752-transparent-silver?extParam=src%3Dshop%26whid%3D2383689,"ASUS VivoBook 14 A1400EA-VIPS752 - Transparent Silver [Intel Core i7-1165G7 / Intel UHD Graphics / 8GB / 512GB / 14inch / WIN11 / OHS] + ADD ON RAM 8GB

Operating System : Windows 11 Home - ASUS recommends Windows 11 Pro for business
Office : Office Home and Student 2021 included

LCD cover-material : Plastic
LCD cover-color : Transparent Silver
Top case-material : Plastic

Military grade : N/A
Touch Panel : Non-touch screen
Display : 14.0-inch FHD (1920 x 1080) 16:9 aspect ratio LED Backlit IPS-level Panel 60Hz refresh rate 250nits 45% NTSC color gamut Anti-glare display
Pantone :
Screen-to-body ratio : 82

Intel Athena Program :
Processor : Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)
Intergrated GPU : Intel UHD Graphics
Graphics :
VRAM : N/A
Total System Memory : DDR4 8GB
On board memory : 8GB DDR4 on board
DIMM Memory :
Storage : 512GB M.2 NVMe PCIe 3.0 SSD
How to upgrade memory : Upgradable - Need to remove bottom/top case

Expansion Slot(includes used) :
1x DDR4 SO-DIMM slot
1x M.2 2280 PCIe 3.0x2
1x STD 2.5 SATA HDD

Optical Drive :
Front-facing camera : VGA camera
Rear-facing camera :
Wireless : Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth 4.1
on board Wireless :
Keyboard type : Backlit Chiclet Keyboard
NumberPad :
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in

Audio :
SonicMaster
Built-in speaker
Built-in array microphone
Voice control with Cortana support

AC Adapter : 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal
Battery : 37WHrs, 2S1P, 2-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 32.54 x 21.60 x 1.99 cm
Weight (with Battery) : 1.55 kg
Weight (without Battery) : 1.40 kg

Included in the Box :
Backpack
HDD housing for storage expansion"
[ADD ON RAM 8GB] ASUS VivoBook 14X M1403QA-VIPS552 - Trans Silver,8579000,3 terjual,https://www.tokopedia.com/asus/add-on-ram-8gb-asus-vivobook-14x-m1403qa-vips552-trans-silver?extParam=src%3Dshop%26whid%3D2383689,"ASUS VivoBook 14X M1403QA-VIPS552 - Transparent Silver [AMD Ryzen 5 5600H / AMD Radeon Vega 7 / 8GB / 512GB / 14inch / WIN11 / OHS] + ADD ON RAM 8GB

High Performance AMD Ryzen 5000 H-Series CPU
NanoEdge Display with 84% screen-to-body ratio
Thin and light design with upgradeable Storage and Memory

Operating System : Windows 11 Home + OHS

LCD cover-material : Plastic
LCD cover-color : Transparent Silver
Top case-material : Plastic

Military grade : US MIL-STD 810H military-grade standard
Touch Panel : N/A
Display : 14.0-inch WUXGA (1920 x 1200) 16:10 aspect ratio LED Backlit IPS-level Panel 300nits 45% NTSC color gamut Anti-glare display
Screen-to-body ratio : 86

Processor : AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost)
Intergrated GPU : AMD Radeon Vega 7 Graphics
Total System Memory : 8GB DDR4 on board
On board memory : 8GB DDR4 on board
Storage : 512GB M.2 NVMe PCIe 3.0 SSD

How to upgrade memory : Upgradable - Need to remove bottom/top case
Expansion Slot(includes used) :
1x DDR4 SO-DIMM slot
1x M.2 2280 PCIe 3.0x4

Optical Drive : N/A
Front-facing camera : 720p HD camera With privacy shutter
Wireless : Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5
Keyboard type : Backlit Chiclet Keyboard
NumberPad :N/A
ScreenPad : N/A
FingerPrint : FingerPrint

I/O ports :
1x USB 2.0 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 3.2 Gen 1 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in

Audio :
SonicMaster
Built-in speaker
Built-in array microphone
Voice control : with Cortana and Alexa voice-recognition support

AC Adapter : 4.5, 90W AC Adapter, Output: 19V DC, 4.74A, 90W, Input: 100~240V AC 50/60Hz universal
Battery : 50WHrs, 3S1P, 3-cell Li-ion
Replaceable Battery : No"
[ADD ON RAM 8GB] ASUS VivoBook 14 A1404ZA-FHD321 - Quiet Blue,7179000,8 terjual,https://www.tokopedia.com/asus/add-on-ram-8gb-asus-vivobook-14-a1404za-fhd321-quiet-blue?extParam=src%3Dshop%26whid%3D2383689,"ASUS VivoBook 14 A1404ZA-FHD321 - Quiet Blue [Intel Core i3-1215U / Intel UHD Graphics / 8GB / 256GB / 14inch / WIN11 / OHS] ADD ON RAM 8GB

Processor : Intel Core i3-1215U Processor 1.2 GHz (10M Cache, up to 4.4 GHz, 6 cores)
Display : 14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, (Screen-to-body ratio)82%
Memory : 8GB DDR4 on board, Upgraable (1x DDR4 SO-DIMM slot)
Storage : 256GB M.2 NVMe PCIe 3.0 SSD
Graphics : Intel UHD Graphics
Keyboard : Backlit Chiclet Keyboard + FingerPrint (integrated with Touchpad)
Wireless : Wi-Fi 6(802.11ax)+ Bluetooth 5.1 Wireless Card
Ports : 1x USB 2.0 Type-A; 1x USB 3.2 Gen 1 Type-C; 2x USB 3.2 Gen 1 Type-A; 1x HDMI 1.4; 1x DC-in; 1x 3.5mm Combo Audio Jack
Webcam : 720p HD camera
Audio : ASUS SonicMaster Technology
Battery ; 42WHrs, 3S1P, 3-cell Li-ion, 45W AC Adapter
OS : Windows 11 Home + Office Home and Student 2021
Free ; Backpack
Garansi Resmi Asus 2 Tahun"
ASUS Vivobook Pro 16 OLED K6602VU-OLEDS912 - Cool Silver [Intel Core i9-13900H / NVIDIA GeForce RTX 4050 / 16GB / 1TB / 16inch / WIN11 / OHS],27399000,5 terjual,https://www.tokopedia.com/asus/asus-vivobook-pro-16-oled-k6602vu-oleds912-cool-silver-intel-core-i9-13900h-nvidia-geforce-rtx-4050-16gb-1tb-16inch-win11-ohs?extParam=src%3Dshop%26whid%3D2383689,"ASUS Vivobook Pro 16 OLED K6602VU-OLEDS912 - Cool Silver [Intel Core i9-13900H / NVIDIA GeForce RTX 4050 / 16GB / 1TB / 16inch / WIN11 / OHS]

OS : Windows 11 Home + Microsoft Office Home & Student 2021
LCD cover-color : Cool Silver
LCD cover-material : Aluminum
Military grade : US MIL-STD 810H military-grade standard

Touch Panel : Non-touch screen
Display : 16.0-inch 3.2K (3200 x 2000) OLED 16:10 aspect ratio 120Hz refresh rate 400nits 100% DCI-P3 color gamut PANTONE Validated Anti-glare display

Processor : Intel Core i9-13900H Processor 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 cores, 20 Threads)
Intergrated GPU : Intel Iris Xe Graphics
Graphics : NVIDIA GeForce RTX 4050 Laptop GPU
VRAM : 6GB GDDR6
Total System Memory : DDR5 16GB
On board memory : 8GB DDR5 on board
DIMM Memory : 8GB DDR5 SO-DIMM
Storage : 1TB M.2 NVMe PCIe 4.0 SSD
How to upgrade memory : N/A

Expansion Slot(includes used) :
1x DDR5 SO-DIMM slot
2x M.2 2280 PCIe 4.0x4

Optical Drive : N/A
Front-facing camera : 1080p FHD camera With privacy shutter
Wireless : Wi-Fi 6E(802.11ax) (Dual band) 2*2 + Bluetooth 5.3 Wireless Card
on board Wireless :
Keyboard type : Backlit Chiclet Keyboard with Num-key
NumberPad :
ScreenPad :
FingerPrint : Yes

I/O ports :
1x USB 3.2 Gen 2 Type-C support display / power delivery
2x USB 3.2 Gen 1 Type-A
1x Thunderbolt 4 supports display / power delivery
1xHDMI2.1 TMDS
1x 3.5mm Combo Audio Jack
1x RJ45 Gigabit Ethernet
1x DC-in
Micro SD card reader

Audio :
Smart Amp Technology
Built-in array microphone
harman/kardon (Mainstream)
Voice control : with Cortana voice-recognition support

AC Adapter : 4.5, 150W AC Adapter, Output: 20V DC, 7.5A, 150W, Input: 100~240V AC, 50/60Hz universal
Battery : 96WHrs, 3S2P, 6-cell Li-ion
Replaceable Battery : No
Dimension (WxHxD) : 35.53 x 25.20 x 1.99 ~ 2.00 cm
Weight (with Battery) : 1.90 kg
Weight (without Battery) : 1.70 kg
Included in the Box : Backpack"
ASUS ROG Backpack BP1501G ,699000,30+ terjual,https://www.tokopedia.com/asus/asus-rog-backpack-bp1501g?extParam=whid%3D2383689%26src%3Dshop,"ASUS ROG Backpack BP1501G

Stylish, gaming-inspired design with the cyber-text pattern and ROG Logo
Quick-access exterior pocket for your essential accessories
Generous 18L interior for easy transport of an up to 17 notebook


Weight (kg) 0.56
Color Black
Color Black
Dimensions (cm) 332*460*153mm (L x H x W)
Height 46 cms
Depth 15.3 cms
Length 33.2 cms
Warranty 1 Year International Warranty
Supported Models Compatible with all laptops having max 17 inch size"
ASUS ZenBook S 13 OLED UX5304VA-OLEDS712 - Ponder Blue,24999000,50+ terjual,https://www.tokopedia.com/asus/asus-zenbook-s-13-oled-ux5304va-oleds712-ponder-blue?extParam=src%3Dshop%26whid%3D2383689,"ASUS ZenBook S 13 OLED UX5304VA-OLEDS712 - Ponder Blue [Intel Core i7-1355U / Intel Evo / Intel Iris Xe Graphics / 16GB / 1TB / 13.3inch / WIN11 / OHS]

FREE Powerbank Aukey 10000mAH
*Warna dikirim random sesuai persediaan
*Selama persediaan masih ada

First-Class (1 kg) super-light & (1 cm) ultrathin design
(63 Wh) Larger battery capacity for long battery life
Full I/O ports in ultra-compact chassis

Operating System : Windows 11 Home + Microsoft Office Home & Student 2021
LCD cover-material : Aluminum
LCD cover-color : Ponder Blue
Top case-material : Mg-Al
Military grade : US MIL-STD 810H military-grade standard
Display : Non-touch screen 13.3-inch 2.8K (2880 x 1800) OLED 16:10 aspect ratio 0.2ms response 60Hz refresh rate 00% DCI-P3 color gamut PANTONE Validated Glossy display

Intel Athena Program : Intel Evo Platform
Processor : Intel Core i7-1355U Processor 1.7 GHz (12MB Cache, up to 5.0 GHz, 10 cores, 12 Threads)
Intergrated GPU : Intel Iris Xe Graphics
Total System Memory : LPDDR5 16GB
On board memory : 16GB LPDDR5 on board
DIMM Memory : N/A
Storage : 1TB M.2 NVMe PCIe 4.0 Performance SSD
How to upgrade memory : Not Available
Expansion Slot(includes used) : N/A
Optical Drive : N/A

Front-facing camera : FHD camera with IR function to support Windows Hello
on board Wireless : Wi-Fi 6E(802.11ax) (Dual band) 2*2 + Bluetooth 5
Keyboard type : Backlit Chiclet Keyboard
NumberPad : N/A
ScreenPad : N/A
FingerPrint : N/A

I/O ports :
1x USB 3.2 Gen 2 Type-A
2x Thunderbolt 4 supports display / power delivery
1xHDMI2.1 TMDS
1x 3.5mm Combo Audio Jack

Audio :
Smart Amp Technology
Built-in speaker
Built-in array microphone
harman/kardon (Premium)
Voice control : with Cortana voice-recognition support

AC Adapter : TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal
Battery : 63WHrs, 2S2P, 4-cell Li-ion
Replaceable Battery : No
Dimension : 29.62 x 21.63 x 1.09 ~ 1.18 cm
Weight (with Battery) : 1.00 kg
Weight (without Battery) : 0.80 kg
Included in the Box : Sleeve"
ASUS ROG Zephyrus G16 GU603ZU-I745J6G-O-Eclipse Gray,26999000,18 terjual,https://www.tokopedia.com/asus/asus-rog-zephyrus-g16-gu603zu-i745j6g-o-eclipse-gray?extParam=src%3Dshop%26whid%3D2383689,"ASUS ROG Zephyrus G16 GU603ZU-I745J6G-O-Eclipse Gray [Intel Core i7-12700H / NVIDIA GeForce RTX 4050 / 16GB / 512GB / 16inch / WIN111 / OHS]

Up to an Intel Core i9-13900H Mobile processor
Up to ROG Nebula 16:10 QHD 240Hz with 100% DCI-P3 Color Gamut
Up to an NVIDIA GeForce RTX 4070 Laptop GPU with MUX + NVIDIA Advanced Optimus
94% Screen-to-body ratio

Processor : Intel Core i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 14 cores: 6 P-cores and 8 E-cores)
Display : 16-inch FHD+ 16:10 (1920 x 1200, WUXGA), Value IPS-level, 250nits, anti-glare display, sRGB: 100%, Refresh Rate: 165Hz, G-Sync, MUX Switch + NVIDIA Advanced Optimus
Memory : 16GB DDR4 on board, Upgradable (1x SO-DIMM slot DDR4), MAX 48GB
Storage : 512GB PCIe 4.0 NVMe M.2 SSD, 2 slots, MAX 2TB
Graphics : NVIDIA GeForce RTX 4050 Laptop GPU,6GB GDDR6, ROG Boost: 2405MHz* at 120W (2355MHz Boost Clock+50MHz OC, 100W+20W Dynamic Boost)
Keyboard : Backlit Chiclet Keyboard 1-Zone RGB, Touchpad
Networking :Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth 5.3
Connectivity : 1x 3.5mm Combo Audio Jack; 1x HDMI 2.1 FRL; 2x USB 3.2 Gen 2 Type-A; 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery; 1x RJ45 LAN port; 1x Thunderbolt 4 support DisplayPort / power delivery; 1x card reader (microSD) (UHS-II)
Camera : 720P HD IR Camera for Windows Hello
Audio : 2x 2W dual-force woofer with Smart Amp Technology, 2x 2W Tweeter
Battery : 90WHrs, 4S1P, 4-cell Li-ion, 240W AC Adapter
OS : Windows 11 Home +OHS 2021
Free : Asus Backpack + ROG Impact Gaming Mouse
Garansi 2 Years Global with 1st year VIP perfect warranty"
